INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	INCHIKEY	IUPAC_NAME	SMILES	QSAR_READY_SMILES
omeprazole	Approved Name	DTXSID6021080	Omeprazole	73590-58-6	SUBDBMMJDZJVOS-UHFFFAOYSA-N	5-Methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-benzimidazole	COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1	COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1
ondansetron	Approved Name	DTXSID8023393	Ondansetron	99614-02-5	FELGMEQIXOGIFQ-UHFFFAOYSA-N	9-Methyl-3-[(2-methyl-1H-imidazol-1-yl)methyl]-1,2,3,9-tetrahydro-4H-carbazol-4-one	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2
orlistat	Approved Name	DTXSID8023395	Orlistat	96829-58-2	AHLBNYSZXLDEJQ-FWEHEUNISA-N	(2S)-1-[(2S,3S)-3-Hexyl-4-oxooxetan-2-yl]tridecan-2-yl N-formyl-L-leucinate	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
orphenadrine	Approved Name	DTXSID3023396	Orphenadrine	83-98-7	QVYRGXJJSLMXQH-UHFFFAOYSA-N	N,N-Dimethyl-2-[(2-methylphenyl)(phenyl)methoxy]ethan-1-amine	CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1
paroxetine	Approved Name	DTXSID3023425	Paroxetine	61869-08-7	AHOUBRCZNHFOSL-YOEHRIQHSA-N	(3S,4R)-3-{[(2H-1,3-Benzodioxol-5-yl)oxy]methyl}-4-(4-fluorophenyl)piperidine	FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1	FC1=CC=C(C=C1)C1CCNCC1COC1=CC=C2OCOC2=C1
pentetic acid	Approved Name	DTXSID2023434	Pentetic acid	67-43-6	QPCDCPDFJACHGM-UHFFFAOYSA-N	N,N-Bis{2-[bis(carboxymethyl)amino]ethyl}glycine	OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O	OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O
perhexiline	Approved Name	DTXSID7023439	Perhexiline	6621-47-2	CYXKNKQEMFBLER-UHFFFAOYSA-N	2-(2,2-Dicyclohexylethyl)piperidine	C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1	C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
primaquine	Approved Name	DTXSID8023509	Primaquine	90-34-6	INDBQLZJXZLFIT-UHFFFAOYSA-N	N~4~-(6-Methoxyquinolin-8-yl)pentane-1,4-diamine	COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1	COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
procyclidine	Approved Name	DTXSID2023515	Procyclidine	77-37-2	WYDUSKDSKCASEF-UHFFFAOYSA-N	1-Cyclohexyl-1-phenyl-3-(pyrrolidin-1-yl)propan-1-ol	OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1	OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
promethazine	Approved Name	DTXSID7023518	Promethazine	60-87-7	PWWVAXIEGOYWEE-UHFFFAOYSA-N	N,N-Dimethyl-1-(10H-phenothiazin-10-yl)propan-2-amine	CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C	CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C
pyrazinamide	Approved Name	DTXSID9021215	Pyrazinamide	98-96-4	IPEHBUMCGVEMRF-UHFFFAOYSA-N	Pyrazine-2-carboxamide	NC(=O)C1=NC=CN=C1	NC(=O)C1=NC=CN=C1
pyridoxine	Approved Name	DTXSID4023541	Pyridoxine	65-23-6	LXNHXLLTXMVWPM-UHFFFAOYSA-N	4,5-Bis(hydroxymethyl)-2-methylpyridin-3-ol	CC1=C(O)C(CO)=C(CO)C=N1	CC1=C(O)C(CO)=C(CO)C=N1
raloxifene	Approved Name	DTXSID3023550	Raloxifene	84449-90-1	GZUITABIAKMVPG-UHFFFAOYSA-N	[6-Hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]{4-[2-(piperidin-1-yl)ethoxy]phenyl}methanone	OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1	OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1
ramipril	Approved Name	DTXSID8023551	Ramipril	87333-19-5	HDACQVRGBOVJII-JBDAPHQKSA-N	(2S,3aS,6aS)-1-[(2S)-2-{[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]octahydrocyclopenta[b]pyrrole-2-carboxylic acid (non-preferred name)	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C2CCCC2CC1C(O)=O
ranitidine	Approved Name	DTXSID8045191	Ranitidine	66357-35-5	VMXUWOKSQNHOCA-UHFFFAOYSA-N	N~1~-{2-[({5-[(Dimethylamino)methyl]furan-2-yl}methyl)sulfanyl]ethyl}-N'~1~-methyl-2-nitroethene-1,1-diamine	CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O	CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O
riboflavin	Approved Name	DTXSID8021777	Riboflavin	83-88-5	AUNGANRZJHBGPY-SCRDCRAPSA-N	1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)-D-ribitol	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C1=NC(=O)NC(=O)C1=N2	CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2
rifabutin	Approved Name	DTXSID0033960	Rifabutin	72559-06-9	ATEBXHFBFRCZMA-VXTBVIBXSA-N	(9S,12E,14S,15R,16S,17R,18R,19R,20S,21S,22E,24Z)-6,18,20-Trihydroxy-14-methoxy-7,9,15,17,19,21,25-heptamethyl-1'-(2-methylpropyl)-5,10,26-trioxo-3,5,9,10-tetrahydrospiro[9,4-(epoxypentadeca[1,11,13]trienoimino)furo[2',3':7,8]naphtho[1,2-d]imidazole-2,4'-piperidin]-16-yl acetate	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21	COC1\C=C/OC2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)=C1NC3(CCN(CC(C)C)CC3)N=C21
simvastatin	Approved Name	DTXSID0023581	Simvastatin	79902-63-9	RYMZZMVNJRMUDD-HGQWONQESA-N	(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-Hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2,2-dimethylbutanoate	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
sulfadiazine	Approved Name	DTXSID7044130	Sulfadiazine	68-35-9	SEEPANYCNGTZFQ-UHFFFAOYSA-N	4-Amino-N-(pyrimidin-2-yl)benzene-1-sulfonamide	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
sulfasalazine	Approved Name	DTXSID0021256	Sulfasalazine	599-79-1	NCEXYHBECQHGNR-QZQOTICOSA-N	2-Hydroxy-5-[(E)-{4-[(pyridin-2-yl)sulfamoyl]phenyl}diazenyl]benzoic acid	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
sulfathiazole	Approved Name	DTXSID8026068	Sulfathiazole	72-14-0	JNMRHUJNCSQMMB-UHFFFAOYSA-N	4-Amino-N-(1,3-thiazol-2-yl)benzene-1-sulfonamide	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
trimethoprim	Approved Name	DTXSID3023712	Trimethoprim	738-70-5	IEDVJHCEMCRBQM-UHFFFAOYSA-N	5-[(3,4,5-Trimethoxyphenyl)methyl]pyrimidine-2,4-diamine	COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC	COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
troglitazone	Approved Name	DTXSID8023719	Troglitazone	97322-87-7	GXPHKUHSUJUWKP-UHFFFAOYSA-N	5-({4-[(6-Hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-yl)methoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione	CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C	CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C
valproic acid	Approved Name	DTXSID6023733	Valproic acid	99-66-1	NIJJYAXOARWZEE-UHFFFAOYSA-N	2-Propylpentanoic acid	CCCC(CCC)C(O)=O	CCCC(CCC)C(O)=O
vinblastine	Approved Name	DTXSID8021430	Vinblastine	865-21-4	JXLYSJRDGCGARV-CFWMRBGOSA-N	Vincaleukoblastine	CC[C@]1(O)C[C@@H]2C[N@](C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1	[H]C12CN(CC(O)(CC)C1)CCC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)C1C22CCN3CC=CC(CC)(C23)C(OC(C)=O)C1(O)C(=O)OC
-	NO_MATCH	-	-	-	-	-	-	-
